datetime,near_open,near_high,near_low,near_close,near_vol,near_hold,symbol_x,far_open,far_high,far_low,far_close,far_vol,far_hold,symbol_y,product,near_symbol,far_symbol,raw_basis,raw_annualized_rate,dividend_adjusted_basis,adj_annualized_rate,dividend_between,days_to_near_expiry,days_to_far_expiry,near_expiry,far_expiry
2026-03-25 13:50:00,2842.6,2843.6,2839.2,2840.8,334,54723,IH2606,2804.2,2805.2,2801.2,2802.2,109,22471,IH2609,IH,IH2606,IH2609,-38.600000000000364,-5.450020269789399,-0.6000000000003638,-0.08471534098123294,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 13:55:00,2840.8,2840.8,2832.0,2834.0,239,54755,IH2606,2802.2,2802.2,2793.8,2795.6,39,22502,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.4347910381784885,-0.40000000000009095,-0.05661240664770534,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:00:00,2833.6,2837.0,2832.6,2836.4,288,54855,IH2606,2795.2,2798.4,2794.0,2798.0,95,22510,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.430192427795035,-0.40000000000009095,-0.056564504456211,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:05:00,2836.4,2837.4,2831.0,2831.6,362,54969,IH2606,2798.0,2798.8,2792.2,2793.2,106,22517,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.439397443917868,-0.40000000000009095,-0.05666039004082388,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:10:00,2831.6,2832.6,2830.4,2831.6,119,55067,IH2606,2793.2,2794.2,2791.8,2792.4,72,22543,IH2609,IH,IH2606,IH2609,-39.19999999999982,-5.5527182239994515,-1.199999999999818,-0.16998117012240724,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:15:00,2831.6,2832.8,2828.4,2829.4,7,55153,IH2606,2792.8,2794.2,2790.2,2791.0,89,22550,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.443626847458061,-0.40000000000009095,-0.056704446327700886,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:20:00,2829.4,2831.6,2829.0,2831.2,46,55224,IH2606,2791.0,2793.2,2790.8,2792.4,16,22559,IH2609,IH,IH2606,IH2609,-38.79999999999973,-5.496834332663624,-0.7999999999997272,-0.11333679036416057,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:25:00,2831.2,2833.2,2830.6,2832.8,250,55293,IH2606,2792.4,2794.6,2791.8,2794.2,82,22575,IH2609,IH,IH2606,IH2609,-38.600000000000364,-5.465411459480982,-0.6000000000003638,-0.08495458227177581,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:30:00,2832.8,2833.4,2830.2,2830.6,250,55336,IH2606,2794.2,2794.6,2791.6,2791.6,62,22590,IH2609,IH,IH2606,IH2609,-39.0,-5.526339695773738,-1.0,-0.14170101784035224,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:35:00,2830.6,2835.0,2830.6,2834.4,384,55466,IH2606,2791.6,2796.4,2791.6,2796.0,116,22602,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.434024062305192,-0.40000000000009095,-0.05660441731569183,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:40:00,2834.4,2835.2,2832.6,2834.0,67,55548,IH2606,2796.0,2796.6,2794.2,2794.8,19,22605,IH2609,IH,IH2606,IH2609,-39.19999999999982,-5.548015851473835,-1.199999999999818,-0.16983721994305162,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:45:00,2834.0,2835.0,2832.4,2834.0,299,55719,IH2606,2794.8,2795.6,2793.6,2795.6,81,22606,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.4347910381784885,-0.40000000000009095,-0.05661240664770534,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:50:00,2834.0,2834.8,2833.2,2834.6,364,55823,IH2606,2795.6,2796.2,2794.4,2795.8,50,22614,IH2609,IH,IH2606,IH2609,-38.79999999999973,-5.490241079036637,-0.7999999999997272,-0.11320084699040832,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 14:55:00,2834.4,2834.6,2831.6,2831.8,210,55938,IH2606,2795.8,2796.0,2793.2,2793.2,55,22633,IH2609,IH,IH2606,IH2609,-38.600000000000364,-5.467341472709134,-0.6000000000003638,-0.08498458247739477,38.0,55,146,2026-06-19,2026-09-18
2026-03-25 15:00:00,2831.6,2833.0,2830.0,2830.0,129,56159,IH2606,2793.2,2794.8,2793.2,2793.2,52,22680,IH2609,IH,IH2606,IH2609,-36.80000000000018,-5.215703024890328,1.199999999999818,0.17007727255074498,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 09:35:00,2830.0,2842.2,2828.2,2840.0,2040,55170,IH2606,2791.0,2803.2,2789.8,2801.4,12,22460,IH2609,IH,IH2606,IH2609,-38.59999999999991,-5.4515554867667415,-0.599999999999909,-0.08473920445750145,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 09:40:00,2839.4,2841.2,2838.0,2838.6,811,54986,IH2606,2800.8,2802.6,2800.0,2800.0,2,22415,IH2609,IH,IH2606,IH2609,-38.59999999999991,-5.454244198695676,-0.599999999999909,-0.08478099790717401,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 09:45:00,2838.6,2842.0,2837.6,2838.0,672,54732,IH2606,2800.0,2801.6,2799.8,2800.2,1,22399,IH2609,IH,IH2606,IH2609,-37.80000000000018,-5.342332086518158,0.1999999999998181,0.028266307336049068,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 09:50:00,2838.0,2840.8,2834.0,2836.6,627,54535,IH2606,2799.4,2801.6,2796.0,2798.4,138,22374,IH2609,IH,IH2606,IH2609,-38.19999999999982,-5.401529303383609,-0.1999999999998181,-0.0282802581328729,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 09:55:00,2833.8,2836.6,2831.4,2832.4,440,54496,IH2606,2798.4,2798.4,2793.0,2794.0,13,22343,IH2609,IH,IH2606,IH2609,-38.40000000000009,-5.437861107964213,-0.40000000000009095,-0.05664438654130662,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 10:00:00,2832.2,2836.0,2832.0,2833.2,409,54497,IH2606,2793.8,2796.6,2793.4,2795.4,47,22343,IH2609,IH,IH2606,IH2609,-37.79999999999973,-5.351383051510077,0.20000000000027285,0.02831419603977469,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 10:05:00,2833.4,2835.4,2831.2,2833.2,394,54404,IH2606,2795.4,2796.8,2793.2,2794.6,37,22338,IH2609,IH,IH2606,IH2609,-38.59999999999991,-5.464639835669048,-0.599999999999909,-0.0849425881191953,38.0,55,146,2026-06-19,2026-09-18
2026-03-26 10:10:00,2833.2,2834.6,2827.6,2829.4,442,54315,IH2606,2794.6,2795.2,2790.0,2791.2,77,22316,IH2609,IH,IH2606,IH2609,-38.20000000000027,-5.415274624294242,-0.20000000000027285,-0.02835222316388268,38.0,55,146,2026-06-19,2026-09-18
