datetime,near_open,near_high,near_low,near_close,near_vol,near_hold,symbol_x,far_open,far_high,far_low,far_close,far_vol,far_hold,symbol_y,product,near_symbol,far_symbol,raw_basis,raw_annualized_rate,dividend_adjusted_basis,adj_annualized_rate,dividend_between,days_to_near_expiry,days_to_far_expiry,near_expiry,far_expiry
2026-04-20 13:57:00,4691.8,4691.8,4689.2,4689.2,64,141190,IF2606,4614.8,4614.8,4612.8,4612.8,17,70273,IF2609,IF,IF2606,IF2609,-76.39999999999964,-6.535007260077602,-99.84015565727088,-8.540001859522857,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 13:58:00,4689.2,4689.4,4687.2,4688.8,108,141237,IF2606,4612.4,4612.4,4610.6,4612.0,28,70281,IF2609,IF,IF2606,IF2609,-76.80000000000018,-6.569782375958811,-100.23815615580787,-8.574776975404065,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 13:59:00,4688.8,4689.4,4688.2,4689.2,54,141268,IF2606,4612.0,4612.4,4611.4,4611.6,22,70286,IF2609,IF,IF2606,IF2609,-77.59999999999945,-6.637651353167813,-101.0401556572707,-8.642645952613066,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:00:00,4689.0,4690.6,4689.0,4689.8,102,141318,IF2606,4612.2,4613.6,4612.2,4613.0,17,70288,IF2609,IF,IF2606,IF2609,-76.80000000000018,-6.568381509743629,-100.24315490946677,-8.573376109188883,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:01:00,4689.8,4690.6,4688.2,4689.4,80,141345,IF2606,4613.0,4613.4,4611.6,4612.6,34,70298,IF2609,IF,IF2606,IF2609,-76.79999999999927,-6.568941784534337,-100.2411554080023,-8.57393638397959,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:02:00,4689.4,4693.8,4689.0,4692.6,156,141436,IF2606,4612.6,4616.2,4612.2,4615.2,39,70308,IF2609,IF,IF2606,IF2609,-77.40000000000055,-6.615747122076282,-100.85715141971203,-8.620741721521537,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:03:00,4692.2,4694.6,4691.4,4694.4,126,141515,IF2606,4615.2,4617.4,4614.4,4617.4,43,70320,IF2609,IF,IF2606,IF2609,-77.0,-6.579033611242201,-100.46614917629748,-8.584028210687453,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:04:00,4694.4,4695.0,4692.8,4693.8,73,141559,IF2606,4617.4,4617.8,4615.6,4616.0,14,70326,IF2609,IF,IF2606,IF2609,-77.80000000000018,-6.648236930737264,-101.26314992410232,-8.653231530182518,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:05:00,4693.8,4695.8,4693.8,4695.4,106,141609,IF2606,4616.2,4618.2,4616.2,4618.2,24,70324,IF2609,IF,IF2606,IF2609,-77.19999999999982,-6.59471720510182,-100.67114792995619,-8.599711804547075,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:06:00,4695.2,4695.6,4694.2,4694.8,81,141636,IF2606,4618.2,4618.2,4617.4,4618.0,14,70328,IF2609,IF,IF2606,IF2609,-76.80000000000018,-6.5613861302708685,-100.26814867776122,-8.566380729716123,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:07:00,4694.8,4694.8,4693.0,4694.6,84,141680,IF2606,4617.8,4618.0,4616.8,4618.0,33,70339,IF2609,IF,IF2606,IF2609,-76.60000000000036,-6.544577988364497,-100.06714892702962,-8.549572587809749,0.0,55,146,2026-06-19,2026-09-18
2026-04-20 14:08:00,4694.6,4696.0,4694.4,4695.0,119,141730,IF2606,4618.0,4619.6,4617.8,4618.2,34,70347,IF2609,IF,IF2606,IF2609,-76.80000000000018,-6.5611066250044034,-100.269148428493,-8.566101224449657,0.0,55,146,2026-06-19,2026-09-18
